22+6.488793484315146i 22+6.787003512827687i 24+6.81739151867i 22+6.827375940137016i 20+6.832617708676614i 19+6.830656647851289i 21+6.825670628416059i 19+6.825752934300879i 18+6.819632428564351i 18+6.829131722124931i 17+6.831341969762255i 16+6.829575615746135i 14+6.836796450122929i 15+6.827572354934616i 14+6.825860024681182i 15+6.823907030880891i 15+6.818764751502955i 14+6.831332863237393i 13+6.821004782242331i 12+6.826551106855088i 14+6.81946522098472i 14+6.81912597282052i 12+6.822553472926733i 12+6.819568430893233i 12+6.821681245512624i 12+6.819265772309443i 11+6.820266229441629i 12+6.817711436570602i 11+6.815293920893605i 10+6.815657956194713i 10+6.811317816187318i 9+6.814022162218893i 10+6.810890603854479i 10+6.811359289166846i 9+6.810171467963003i 9+6.80971827126281i 9+6.809017896424397i 9+6.80777212426404i 8+6.806636789162742i 10+6.80413874011778i 11+6.805309470431637i 13+6.805533687872244i 12+6.804436004830372i 11+6.801427500390662i 12+6.800599651772726i 12+6.798967951465741i 10+6.799837688877156i 10+6.799800944274624i 10+6.798452382284855i 9+6.797489406435187i 11+6.798939705412947i 9+6.79600358196649i 10+6.793171838646614i 8+6.792454880912389i 8+6.792977959705011i 9+6.791874870516216i 13+6.78882888954606i 9+6.789517288604955i 10+6.79097335596344i 9+6.786835266441871i 8+6.788063640494498i 9+6.79196718347895i 8+6.790183286291957i 8+6.788578870837526i 8+6.785014229300632i 8+6.781766493016697i 8+6.783050760907305i 8+6.787760197535351i 10+6.785242509062098i 7+6.788074799775607i 9+6.787526853961981i 7+6.786337917088942i 7+6.781496292455469i 7+6.780361441232193i 7+6.784905417484206i 9+6.790575350035226i 9+6.791059215710147i 7+6.787702554308692i 7+6.784836576989477i 7+6.783737088456429i 7+6.789477321473405i 8+6.792224769078969i 7+6.788764598229242i 7+6.789359504946552i 7+6.792060614977074i 7+6.792574858219321i 7+6.793512177926282i 7+6.794713113832294i 7+6.796030507271524i 7+6.797412314155741i 7+6.79881280539453i 7+6.800131499621844i 7+6.801790091028139i 7+6.803106040146445i 7+6.804509279106817i 7+6.806128213568895i 7+6.807482917150885i 7+6.809004636831014i 7+6.810248604573329i 7+6.811808854939875i 7+6.813249959187595i 7+6.815119330891228i 7+6.816898327187816i 7+6.818784840724079i 7+6.818687732327057i 7+6.815928573196494i 7+6.813735455798446i 8+6.820055532850736i 7+6.810181688578861i 7+6.808862824251261i 7+6.805554441471373i 7+6.797864398474176i 7+6.787923946042552i 7+6.77806913042971i 7+6.762459683005066i 7+6.742367875854036i 7+6.717587224628444i 7+6.685927079898013i 7+6.645002916118407i 7+6.59440101478571i 7+6.528692854967524i 7+6.445552687271396i 7+6.338454948799476i 7+6.200291765599554i 7+6.019684993821635i 7+5.780572328193655i 7+5.457178633888693i 7+5.006864772754071i 7+4.359529911931022i
0.002922702370923739+1i 0.003007793371203501+1i 0.003096305303845102+1i 0.003187072473363866+1i 0.00327983439122307+1i 0.003375568320398169+1i 0.003474853149171614+1i 0.003576860690102006+1i 0.003681174017249792+1i 0.003789175274225063+1i 0.003899817413515146+1i 0.004012958552181917+1i 0.004131467966314652+1i 0.00425185012665922+1i 0.004376492964928026+1i 0.004505125615151871+1i 0.004636674909569113+1i 0.004772737506716635+1i 0.00491142231552743+1i 0.005055819890614787+1i 0.005203782139802444+1i 0.005356105485576319+1i 0.005513190612085667+1i 0.005674191612750235+1i 0.005840396263033179+1i 0.006011381929241708+1i 0.006187494288223543+1i 0.006368529214744454+1i 0.006555000511005226+1i 0.006747201183286169+1i 0.00694445443686705+1i 0.007147985196709959+1i 0.007357071652502468+1i 0.007572514068262727+1i 0.00779426225397518+1i 0.008022505823230157+1i 0.008257432263303856+1i 0.008499234180638301+1i 0.008748169440438122+1i 0.009004302865027443+1i 0.009267905093015463+1i 0.009538713465679796+1i 0.009818049325187664+1i 0.01010551872307039+1i 0.01040170234352545+1i 0.01070636076440956+1i 0.01101998306142461+1i 0.01134268405301848+1i 0.0116748096058764+1i 0.01201676801618669+1i 0.01236893997988927+1i 0.01273111025944369+1i 0.0131040876273139+1i 0.01348821122352207+1i 0.01388323543265053+1i 0.01428956300702691+1i 0.0147088716329488+1i 0.01513914121315736+1i 0.01558286636575285+1i 0.01603916761062897+1i 0.01650904342393262+1i 0.01699265456795847+1i 0.01749038288731134+1i 0.01800280187134754+1i 0.01853024733033088+1i 0.01907309360533917+1i 0.01963181267488728+1i 0.02020704580014808+1i 0.02079922859336254+1i 0.02140806913884744+1i 0.0220357624493234+1i 0.02268086507529265+1i 0.02334527628517085+1i 0.02402922376986888+1i 0.02473324982735408+1i 0.02526687751927619+1i 0.02611962638556512+1i 0.02697132671835777+1i 0.02776150481878209+1i 0.02857483216752608+1i 0.02941201525339081+1i 0.03027408907749526+1i 0.03116062479490007+1i 0.03207355223470354+1i 0.03301322504518271+1i 0.03398042837913636+1i 0.03497597425659314+1i 0.03600068310260077+1i 0.0370554204838385+1i 0.03814105406330916+1i 0.03925849498762116+1i 0.04040866039933654+1i 0.04159253812128352+1i 0.04281107263128592+1i 0.04406531279044457+1i 0.04535629810537079+1i 0.04668507760354022+1i 0.04805277214508657+1i 0.04946050737647503+1i 0.05090946340360336+1i 0.0524008246826884+1i 0.05393582777729795+1i 0.0555157247698716+1i 0.05714183317300957+1i 0.05881545359024596+1i 0.06053796891983475+1i 0.06231083604124197+1i 0.06413549214178184+1i 0.06601283898487538+1i 0.06794502299708217+1i 0.06993327362805452+1i 0.07197903477716724+1i 0.07408390727043226+1i 0.07624893050141138+1i 0.07847583135058088+1i 0.08076575023100527+1i 0.08311979852592798+1i 0.0855388766167164+1i 0.08802360457377345+1i 0.09057410110864782+1i 0.09319013139140508+1i 0.09587074984182453+1i 0.0986146402540236+1i 0.1014206578018532+1i 0.1042900278648539+1i 0.1072314478022012+1i 0.1102723722627193+1i 0.1134779176117294+1i 0.1169752777478901+1i
-0.001726489703815652-1.571704973970069i -0.001785999235043889-1.581004425827004i -0.001437862361089843-1.43869106392083i -0.001926232822350417-1.57281356803601i -0.002486974774723451-1.738846816495094i -0.002812512476580173-1.819619236576179i -0.002334935713773817-1.642931791913767i -0.003078196361355501-1.818260107809497i -0.003484206267948955-1.916426670271378i -0.003641107456096498-1.919416519383497i -0.00418136130490674-2.038091868635232i -0.004755096749169684-2.172623964947751i -0.006221436713160881-2.469970526026053i -0.00562815068752284-2.300641438297768i -0.006546675588748863-2.466669459023789i -0.006090188100116994-2.299881463865461i -0.006227129366437402-2.301484874510061i -0.007260993900549005-2.462353777746764i -0.008320787538348581-2.668802449528146i -0.009682352817364639-2.872278555882301i -0.007823166576438917-2.456600727015014i -0.008036442149513781-2.451508996863235i -0.01063821828389352-2.869695143317206i -0.01089627157193201-2.872629937443965i -0.01121148293642199-2.86650490237315i -0.01152308853453532-2.861216327905926i -0.01354005210560012-3.127462593621777i -0.01216225617444614-2.848832183601095i -0.01428185946650997-3.116713347348575i -0.0169244455660881-3.433183374156568i -0.01732794791691884-3.429337811920986i -0.02063048345673564-3.81108235162987i -0.01830364203521457-3.415636715548109i -0.01880487268829492-3.407723326235968i -0.02238929304937949-3.79584223765234i -0.02302583239630841-3.789791124437719i -0.02366580393262031-3.78187148479884i -0.02429526680549115-3.770602968060316i -0.02931579071599548-4.259093557404041i -0.02204465882008685-3.350097182524655i -0.02764187333600543-3.89394520188891i -0.02426882968436131-3.451219536341682i -0.02809700028412346-3.764428189957315i -0.03263449378032891-4.128368617081989i -0.02943239119815828-3.725822792609234i -0.03026070102026176-3.717231717393038i -0.03955594390404798-4.484062266546093i -0.04118192769818094-4.51491649581736i -0.04246850278929248-4.511749153104345i -0.04985199474297806-5.021855571799979i -0.03841602893062397-3.973461920178047i -0.05248102429405654-4.984958570750551i -0.04667652518899248-4.414838468457416i -0.06253646912661295-5.499285581712855i -0.06468880560920411-5.514086566814155i -0.05802053693858147-4.893938980051699i -0.0516479203628948-4.328812059365133i -0.06055402465933072-4.82128267011643i -0.07073868057238547-5.312506802171618i -0.0627816510976601-4.721411658607155i -0.07588526890252797-5.397066084080445i -0.07107555020779946-4.956078744264202i -0.08019038667498721-5.362323524736974i -0.08162333849286144-5.303438078144132i -0.08285030657327466-5.232088507381199i -0.08458784333102363-5.184961337921593i -0.08686605880245965-5.162134685506761i -0.1138924531245335-6.326491192714275i -0.0960806516951551-5.323652395839457i -0.1118721065092879-5.926627768798719i -0.1154879159852416-5.921563396278569i -0.1150726319158098-5.750670920743255i -0.1186728881049644-5.743228486535122i -0.1205861613870089-5.663785920862741i -0.1216111454660204-5.547980042427405i -0.1719469989502661-7.420759386782389i -0.1754686366220783-7.309628921177133i -0.1294800524388805-5.378246184200047i -0.1316903807931514-5.302312243200086i -0.1338365428926025-5.222714707159345i -0.1359079647343927-5.13933874754819i -0.1619186689810222-5.837012647386354i -0.1397779692706836-4.960686564653912i -0.1414851065826502-4.86319063996709i -0.1431257592558157-4.763241745401004i -0.1446610241841529-4.659900668126862i -0.1459224216239578-4.548756044161598i -0.1470266638944899-4.43353510781456i -0.1479183139474471-4.313098572033687i -0.1485722912352751-4.187217461157426i -0.1489424599107403-4.055183514466419i -0.1494993536220948-3.928863055530749i -0.1487008298765119-3.771575952679586i -0.1484501780830883-3.629353704370088i -0.1478646619892979-3.481403577649121i -0.1456513585473332-3.300222354368968i -0.1440532421735319-3.135825013853933i -0.1415468865334566-2.955730115580604i -0.1392368897228281-2.783337036091686i -0.1349718696974135-2.576384736510954i -0.1308962150937465-2.378283205103045i -0.1255722766042281-2.162091299694711i -0.1208382083629342-1.962292815490558i -0.1135794579456865-1.723651490444694i -0.1076562642889433-1.514748629929942i -0.09884112698898026-1.263976738676993i -0.1034559303099522-1.235591679375313i -0.06489914903174568-0.5305595501606378i -0.07288375218011831-0.5655841430291844i -0.05843305531006713-0.2619350865632907i -0.04319121904849017+0.04164283063479324i -0.02875550226543422+0.3224964227216372i -0.02215133629474264+0.4873902763767396i 0.003491919814706893+0.8972806213869102i 0.02207629354710839+1.199270343603531i 0.04113997380458369+1.494762016049623i 0.06308075910380728+1.812465320461522i 0.08537673220136936+2.120351198323045i 0.1043309867015337+2.376471477686444i 0.1344160761553656+2.744154320856683i 0.1581599268636574+3.025813164108843i 0.187063002584897+3.347604054067512i 0.2145036488317066+3.638146808558986i 0.2461956283654785+3.955346816707094i 0.2757697869417181+4.23479248162655i 0.307478157740995+4.517694508652313i 0.3405227022518978+4.794193135553968i 0.1919400781705375+3.448424521448589i 0.2032809667555361+3.538695805036129i
-0.002610213054083945-0.3052911615771891i -0.002680604752587852-0.2960312145976676i -0.002592343464499152-0.3767526954105447i -0.002843792788457514-0.2986591859353427i -0.00304811007249485-0.1754523759773685i -0.003181566248633233-0.1079655703002601i -0.003168711068120938-0.2490716524025347i -0.00334704134514845-0.1015922896215677i -0.0034557554856368-0.008071617446663737i -0.003532798890737897+0.0003735807749564168i -0.003571781135168949+0.1333751702799126i -0.003559720783282364+0.3018607448285393i -0.002966192986970543+0.7509327778429239i -0.003534156527303153+0.4822386618240402i -0.00317206986080912+0.7483690755483314i -0.003623668621567349+0.4935154660201797i -0.00375274028006153+0.4971021381763827i -0.003298123640065706+0.7581540199831248i -0.002683028566407955+1.132095316750722i -0.001561128190599062+1.550734536252262i -0.003658154614958345+0.7543058160452693i -0.003770115497984592+0.7484489553872873i -0.0015166575141367+1.564806664312011i -0.001621603030490729+1.574110285756481i -0.001655631265808156+1.565732588677523i -0.001710468813743489+1.558520817443625i 0.0006514930202774284+2.195238946038796i -0.001836400446998986+1.540878169466408i 0.0006256925803521171+2.178297093170916i 0.004691906490972297+3.053794911360591i 0.00465343321592152+3.046529723646424i 0.01113685975478596+4.274503454199499i 0.00489120745279506+3.022287204802242i 0.005000079619874005+3.007332204376345i 0.01201959528190945+4.251872365593471i 0.01238653691319131+4.243149467550099i 0.01272443125617779+4.227864199730648i 0.01298741539512686+4.200022642259945i 0.02575798637846067+6.058286810876321i 0.005628713796031313+2.899888867112006i 0.01593183723963362+4.523135202948781i 0.00628212494133401+3.045389885248094i 0.01317206305801654+4.009604477810584i 0.0231537860388809+5.286360259077257i 0.01350386529927861+3.9286082356898i 0.01396894048253767+3.920276314408741i 0.03795200441206692+6.774422461757471i 0.04080248050578252+6.924352047209377i 0.04220558034335532+6.912747755028871i 0.06638104506451276+9.280982703659344i 0.02571567175108145+4.903882190056832i 0.06968747857866073+9.176560967083615i 0.04503192764907889+6.618831814091847i 0.1066197097975545+12.09448288060763i 0.1112927270612066+12.19080010782579i 0.07575373600703011+8.858900730199338i 0.04549602407334993+6.125435463383399i 0.07787398400536742+8.622423463609502i 0.1147316516830386+10.99909532092292i 0.07861364287359641+8.275752666947978i 0.1297613542527206+11.77436411350855i 0.1047006085226873+9.585280985073085i 0.137149302477634+11.65624101196276i 0.1379783490997438+11.4184817560548i 0.1380418288873266+11.13331556917266i 0.1397507678144114+10.94812483096878i 0.143546196723051+10.88061565534403i 0.2811505828140151+18.03380905866374i 0.1619483305822773+11.35369010732874i 0.2489910278529472+15.65617140430315i 0.2434015854303365+14.96923307855629i 0.2494610746504626+14.84014161816563i 0.2582781736788701+14.83670324204518i 0.2596005814140965+14.4838925947828i 0.257087185255948+13.96378397599391i 0.523218885563428+25.37410136652101i 0.528477677236871+24.69877793371002i 0.2691992725349123+13.28737254804083i 0.2712869907947881+12.98196347475817i 0.2730219410351252+12.66647359637786i 0.2743748320112337+12.34112116243178i 0.3927014852199155+16.20601307329801i 0.2758072080043624+11.66149591186639i 0.2755758828892666+11.29978733229171i 0.2750673401907794+10.93717757757952i 0.2741505235650228+10.57047263172465i 0.2722451678959531+10.18354554060191i 0.2698106352399465+9.792355178199996i 0.2666861137532844+9.393792835884902i 0.2628279014246203+8.988453215920392i 0.2581321215894273+8.575454048630547i 0.2541135775246858+8.195345407747183i 0.2460528364735356+7.730412995732888i 0.2398473573165339+7.330590816961237i 0.2328160643032218+6.929664984689483i 0.2215456095956072+6.4544948511928i 0.2122946928678445+6.047928019910662i 0.2010514038988226+5.623167182251525i 0.1906398616631745+5.239820529896774i 0.1761677161488993+4.804957760694013i 0.1627318407988091+4.418760447587211i 0.1473747794654137+4.029039909307286i 0.1337911026694509+3.698639326595841i 0.1164640297199432+3.342144386767059i 0.1021352081836244+3.061278747298875i 0.08436597886703513+2.768688407891263i 0.08288412850062186+2.673552242178641i 0.0610969202213613+2.587363637248145i 0.03753706636276988+2.172146382939839i 0.01925299915992147+2.038895360920221i 0.002723265099750721+1.971100855547265i -0.01127684403242645+1.960699733902153i -0.02291846898606103+1.923221733865388i -0.03422574331434423+2.11751984378329i -0.04229031958934706+2.300293139998422i -0.04767464960460424+2.540231140608574i -0.04895458307847506+2.880077663798676i -0.04670042148287987+3.276961102169965i -0.0443887998209065+3.635238980849369i -0.02779260638446253+4.306742534833399i -0.01378087916545736+4.856524657624878i 0.01113031848621337+5.585862078969508i 0.03862672921200087+6.303749723097431i 0.07822405776051998+7.183625792835217i 0.1194425859558691+8.016722909523212i 0.1702035757513065+8.935481083064717i 0.2295003763913386+9.904481128199327i -0.1276379197421417+4.326546870897639i -0.1243552803588876+4.45494533780896i
-0.001663059992462142+0.311611495721521i -0.001697900444490659+0.3207800296904789i -0.001965821545240878+0.1860663029829669i -0.00176341268690817+0.3147155283978497i -0.001419801012180077+0.4827019073156495i -0.001235445087914516+0.5680355181131712i -0.001749811982155698+0.386445243409965i -0.00117981203864899+0.5676946023433473i -0.0008847676357121099+0.6720041642514332i -0.000833547263620816+0.6743564726188405i -0.0003436008016039856+0.7969055541719678i 0.0002246741949445542+0.9328185548839899i 0.002135712345150575+1.201414015921173i 0.001066957857699715+1.0592166268894i 0.002210566636128589+1.200396929472377i 0.001333838205793083+1.052703586031481i 0.00131256870495106+1.053928393760901i 0.002606004249930904+1.185969989145862i 0.003932432533616119+1.319157006498299i 0.005733703952145961+1.406356947136066i 0.00271471195674893+1.181572788070566i 0.002781194315914884+1.178021490563788i 0.006335999667217009+1.383565197184635i 0.006440303261194028+1.381164376920531i 0.006628369912408736+1.376363037775782i 0.006807136690585177+1.373062743027646i 0.009159157739795473+1.341267793949003i 0.007165248276198081+1.36548701792401i 0.00963845319034792+1.33665111115201i 0.01196821892343824+1.071309805969834i 0.01224996731705775+1.070973372678428i 0.01332022790558698+0.331474910146565i 0.01291550268697644+1.066654944816781i 0.01326331110764467+1.066198947606014i 0.01435935893404782+0.3100487254528175i 0.01470574376271607+0.3011624167521041i 0.01507227334690867+0.2981622789295924i 0.01550634928290924+0.3101401442473941i 0.01100797887368439-1.587191446254445i 0.01546767046215636+1.059538828983311i 0.01804298670037924+0.2031302212079544i 0.01760199137823894+1.128898508931032i 0.01969387665533722+0.6392965878124224i 0.01933816790243355-0.3514898335335563i 0.02047080636387827+0.6356433875893608i 0.02088037482791443+0.6148947678858623i 0.01463321849632647-2.071872507030831i 0.0133433759279996-2.313286539220258i 0.0137733726958992-2.291692624876883i -0.00762038940819356-5.893215764123612i 0.02247522715601112-0.2557041315364386i -0.008611506250948404-5.866045851052184i 0.01598292680435622-2.079809963692387i -0.06176456388369302-12.13773657532924i -0.06642573337899005-12.38284967441893i -0.008169684633040328-5.525869725359922i 0.02405631357434959-1.282314117198296i -0.007895004190003559-5.329688190802699i -0.05228154879231413-9.423432281393744i -0.006019076766098467-4.961816115897991i -0.07862869833827262-11.92187181845554i -0.04043153937672984-7.654243263269001i -0.08373724096753503-11.79162919731462i -0.08263611038115376-11.43724578314295i -0.08082347108212974-11.0199775882271i -0.08054571105715898-10.74116301490881i -0.08355202544776001-10.69812497969749i -0.3959422172344021-30.10823211927331i -0.08523932250789508-10.67707087496013i -0.3017866929775913-23.80577106303237i -0.2350538095783337-19.65922390777198i -0.2953613086777154-22.1505546344249i -0.3081394387341386-22.21807380295058i -0.3070923931568727-21.52946905394871i -0.2992821706493576-20.49004947515224i -0.9313723023611383-52.34205550080138i -0.9342733639439359-50.48005284881228i -0.3117470061221367-19.31510186867491i -0.3126127032891751-18.76664886219164i -0.312993151519681-18.20472090265156i -0.3128638675901239-17.63019048035969i -0.5624208031931948-27.46580834786261i -0.3109807922493976-16.44624730206647i -0.3087707007150528-15.82285971728262i -0.3063652139167252-15.20629274005704i -0.3035742970605292-14.59019193758925i -0.2994991760024424-13.94352607423534i -0.2949433251835391-13.29763231666076i -0.289700785090751-12.64661515917649i -0.2837626909945613-11.99168983853971i -0.2770367131224439-11.33124639227515i -0.2718071681546173-10.73943926934079i -0.2612696085569646-10.00082794952602i -0.2540336314611292-9.388252392916517i -0.2462614960061553-8.780058073261287i -0.2335430103183312-8.045978183821687i -0.224348005673135-7.438821632959519i -0.2134760381999919-6.802893662167583i -0.20452314225412-6.241690290103607i -0.1917934036377664-5.588056870784704i -0.1814129431985737-5.016568218102672i -0.1701659850321448-4.429464484078536i -0.1619666625447666-3.939826765711481i -0.1514754120009993-3.377849755355172i -0.1450989353074833-2.942514897697746i -0.1372961276384478-2.438300512649037i -0.1415999636311059-2.47540132712414i -0.1458050944674143-1.244413514897349i -0.127850528350855-1.27411622754633i -0.1272730315712038-0.8035839324438191i -0.1296959807419105-0.3578003938456602i -0.1350638297462835+0.02293091715289264i -0.1393857089306472+0.1619770652644288i -0.1534878948962591+0.786581704331572i -0.1667539374102908+1.205628296088713i -0.1819463893378+1.627260736660464i -0.2000444785124064+2.134816478871373i -0.2191144077578+2.662152134497181i -0.2358228797743479+3.083038719010515i -0.2593453579016189+3.931675318403774i -0.2769956350337085+4.575551781951577i -0.2948226309568384+5.477591713938215i -0.3079352059387823+6.366813871477771i -0.3172716086071102+7.523691391198343i -0.3192612027193219+8.63975631016099i -0.3134002360216105+9.936302640896338i -0.2975385359656008+11.37155410320303i -0.3319750545612618+1.797244636966321i -0.3366946527170678+1.713403807048144i
-0.0001749977169346218+0.4950207330541578i -0.0001699491136953852+0.4979868062064724i -0.0006627384029488596+0.4027754798352166i -0.000125646228667216+0.4923524071446426i 0.0005398104824582293+0.5830613169982324i 0.0009152385891463826+0.6232513698167392i 0.000179112905002086+0.5349503057753362i 0.00110279333981389+0.615380595933913i 0.001571229687618878+0.6488043681768609i 0.001680920992899005+0.6434413754258523i 0.002289289869075443+0.6584321099829759i 0.002904847756971263+0.6489933236143957i 0.004259364721287605+0.5099998687082627i 0.003743711832130412+0.6106466319986281i 0.00447751970031332+0.5052144180555725i 0.004029519280767693+0.5937798897555476i 0.004109361719889236+0.5918226176529668i 0.004871513205709623+0.4845549611396189i 0.005365447741720249+0.2737587212312887i 0.00552859687834972-0.02805150406092727i 0.005253929231884813+0.4816007295088111i 0.005397822633575552+0.4819996221815408i 0.005863226452020385-0.04998323813588135i 0.006043381709305466-0.0583579008342805i 0.006195961127503092-0.05589646141790916i 0.006365415979584341-0.05409530836219667i 0.005220160802462233-0.5894114981491549i 0.006720476046501838-0.04815000366467914i 0.005539150102996793-0.5831663017844831i 0.001993057497711756-1.378686177133167i 0.002240805297271709-1.371507340190437i -0.004986938952963883-2.440920222811426i 0.002341410957663561-1.359554206245917i 0.002406501518106044-1.351809781076622i -0.005316472451822161-2.412623241974306i -0.005518178140783698-2.403477286683339i -0.005661391179045431-2.388045217064691i -0.005778596910191279-2.374877774119109i -0.01956418188453865-3.340576694172261i 0.002881870363485309-1.29035780118285i -0.006948240130131612-2.546857909071262i 0.00475008326500711-1.253871036949616i -0.001989695123928649-2.067118995003976i -0.01306658150596902-3.016115352698893i -0.001897563806240949-2.009041079310852i -0.002106030577233581-1.99928664642003i -0.02834166882840145-3.6535483799723i -0.03007203424595567-3.590412391782022i -0.031353392899345-3.61045045975442i -0.04816038480344596-3.111445124898443i -0.01377136286768183-2.710863801542279i -0.04937648256464015-2.936511257844324i -0.03345970509008245-3.476894925977077i -0.03847220285846781+2.066497023425779i -0.03738566705435642+2.371754222184664i -0.05432582250264438-2.922769765049686i -0.03000879854178878-3.30854095279707i -0.05513287610736082-2.789776256269162i -0.05918068977089669-0.9212236649680943i -0.05607642729206538-2.752963066512164i -0.04078990849912582+2.433549414574958i -0.05150664782860077-0.9511543770288213i -0.04255712240724984+2.41864821439901i -0.04399720805793996+2.256587441103677i -0.045040151770385+2.087544918042601i -0.04709734552382382+1.9255266416205i -0.04691156165478081+2.000236272744264i 0.3460736295343448+32.0966598576324i -0.07282167407095907+0.6172976308101261i 0.2066151883786429+22.4638422980458i 0.03385928915800428+11.16583718072792i 0.1971132463513295+20.60253030400347i 0.208542400023894+20.77915149020222i 0.2062026131130953+20.03357505935834i 0.1974371600510069+18.86738079058287i 1.058234016966586+71.67482363327784i 1.058551202900547+68.64782397370267i 0.2068959140685292+17.76730157004568i 0.2070783864449023+17.22045738914282i 0.2069233784005396+16.66273142383628i 0.2064161002092795+16.09524065957194i 0.5096614775086487+30.90950556631009i 0.204294525950405+14.93457377552264i 0.2022465344374072+14.32518707698904i 0.2001943848903611+13.7288024311061i 0.1979519850973347+13.13776957022041i 0.1946412533493597+12.51634519577033i 0.191050957028253+11.90055329361265i 0.1869753434879289+11.28348857668947i 0.1823980419757028+10.66640085412768i 0.1772162427124744+10.0473822865437i 0.1736319582561159+9.508120357630917i 0.165000025150219+8.811162687980282i 0.1596674462434363+8.255971804096369i 0.1538681871039967+7.708163536670724i 0.1431581410385881+7.030579542908376i 0.1358573570253825+6.491293936366609i 0.1267004223745739+5.926159567480658i 0.119289316885165+5.440573200742771i 0.1074658532029977+4.868986743231382i 0.09758619761567443+4.384385701781042i 0.08589893078450563+3.893924777971552i 0.07693708217939514+3.499058655251406i 0.06362522686870799+3.055346726067505i 0.05450756071141507+2.724919964262003i 0.04084311514225844+2.362244283292305i 0.05351781096597566+2.299262670363265i 0.002610511284544779+2.407083052403006i 0.008631166890204012+1.605835960251517i -0.009784887566083044+1.396316125438521i -0.02835611425936046+1.251237255996217i -0.04434033142882862+1.159681326931325i -0.04441693018304057+1.031332914638715i -0.07905220136398571+1.117259870907113i -0.09946460042415245+1.180337801200899i -0.1198598304513231+1.284897876147218i -0.1452596805019606+1.481656247305838i -0.1706618156905387+1.722925951614641i -0.1871749140520567+1.897824734724494i -0.2290089161309709+2.435007431176941i -0.25455968520315+2.813033949595628i -0.2919952457029157+3.420835106340788i -0.3241887319224088+4.02201819711548i -0.3661783872854367+4.866777170505356i -0.4000653973456935+5.681188179236718i -0.4367345524023541+6.669583510425269i -0.4726163246665105+7.80064126795781i -0.00956854450505658-0.8608330346885193i -0.004201190003565386-1.110936073537454i
